Repository,Task ID,Bug / Task Description,Fix Commit,Patch Length (LOC),Base Commit,Source Archive,Archive Repo Root,Commit Subject,Confidence,Score,Changed File Count,Test File Count,Pass QA?,GPT5.5 Pass Rate,Visible Test Command Guess
xcfpay,xcfpay__2639fdceb78f,Fix: api endpoint with auth token,2639fdceb78f43a5236b7b64ff6a6f0979ad683e,120,add91169822bea54243e2dea6f41bc3c7548f722,project_silver_repos/T5BbuxE1vYBIgwZpB9p7__xcfpay.zip,.,fix: api endpoint with auth token,medium-high,15,14,0,,,npm test
zorvyn-finance-rbac-backend,zorvyn-finance-rbac-backend__e092087f0f4e,Fix: validate resource ids as proper ObjectIds,e092087f0f4e91643a75f25a034c2eb758ffb888,2,8fc1b1118cf68c9310caa2e6c6047ad62e6126b6,project_silver_repos/9BeNLkk3LUSEUt0uA32t__zorvyn-finance-rbac-backend.zip,.,fix: validate resource ids as proper ObjectIds,medium-high,15,1,0,,,npm test
zorvyn-finance-rbac-backend,zorvyn-finance-rbac-backend__f7cdd6f0a976,Fix: validate resource ids as proper ObjectIds,f7cdd6f0a97668e65d3c06782e86725338d78580,2,a0624987de5f69a0aecfa1eb2df6d14d5b135772,project_silver_repos/9BeNLkk3LUSEUt0uA32t__zorvyn-finance-rbac-backend.zip,.,fix: validate resource ids as proper ObjectIds,medium-high,15,1,0,,,npm test
37-team-manga,37-team-manga__4c6855566e6f,Fixed http,4c6855566e6fa0e49055d64f721ee830f70b288d,5,898c76b4c8d87a6fac6cfe1f0ced7a2157b3bc78,project_silver_repos/czgljwipkMtTBz2ZObVF__37-team-manga.zip,37-team-manga,fixed http,medium,14,2,0,,,
37-team-manga,37-team-manga__daefbea36760,Fixed none checking on python dictionary,daefbea3676040741d495577555055f4f34131c5,4,a7ea820d4681b69f99d7d78f3c518dff2fa7511b,project_silver_repos/czgljwipkMtTBz2ZObVF__37-team-manga.zip,37-team-manga,fixed none checking on python dictionary,medium,14,1,0,,,
4corners,4corners__02827e1725ce,Fixed the page number,02827e1725cee134a7f787330c591fa8f49f0778,11,ae76544562543258fdf5f1589ef2ad8c063e02e0,project_silver_repos/i8Pe45P0CTEruzcsVvlE__4corners.zip,4corners,fixed the page number,medium,14,1,0,,,npm install && npm test (verify package.json scripts)
agentforge,agentforge__5c94899fef5e,Investigate and fix auth issue indicated by commit 'test(controllers): auth signUp/signIn' in backend/tests/controllers/authController.test.ts.,5c94899fef5e719decbcccee98ba4adb1355cf10,48,ec0a1249abddd306f2087075fdfb253f86b3bb8d,project_silver_repos/YDWLdVv3Ts6icd0vEvGZ__agentforge.zip,.,test(controllers): auth signUp/signIn,medium,14,1,1,,,npm install && npm test (verify package.json scripts)
agentforge,agentforge__cb72a0fe7aff,Investigate and fix auth issue indicated by commit 'test(frontend): api client GET/POST + auth header' in frontend/tests/utils/api.test.ts.,cb72a0fe7aff78c532437b462ee41790fd8eaa1a,43,3868f5c53678c3c078de9a0149342155d11bed00,project_silver_repos/YDWLdVv3Ts6icd0vEvGZ__agentforge.zip,.,test(frontend): api client GET/POST + auth header,medium,14,1,1,,,npm install && npm test (verify package.json scripts)
airline-passenger-forecast,airline-passenger-forecast__e570f99c858c,Fix: add Laplace smoothing to chi2 contingency to avoid zero-cell errors,e570f99c858c4cd6a7527a350607633a0a6f9a74,7,a3d6fc20b03bafb7a78e1b786ca71b4ac9b56356,project_silver_repos/IHFIBBJOFvF7d5TXhyki__airline-passenger-forecast.zip,airline-passenger-forecast,fix: add Laplace smoothing to chi2 contingency to avoid zero-cell errors,medium,14,1,0,,,pytest
Anton_wireframe,anton-wireframe__45e1f099b85b,Fixed insight,45e1f099b85b4fde0fc4307618f8e7056e908ed4,12,e19c8f96eb8230872c2614ba02119a194cf45ef5,project_silver_repos/Cqbkv3wYLNmYm3iNHq7J__Anton_wireframe.zip,ds_anton_wireframe,fixed insight,medium,14,1,0,,,pytest
approve-asap,approve-asap__4122ddb5b453,Fix: update contract sorting and enhance menu structure,4122ddb5b453efddc5d03b4659f4af699a7de08a,18,bee367c631290bd80cb2a93575d558cdc6aa1343,project_silver_repos/qDAOKQZOLAR6hapIrVsB__approve-asap.zip,.,fix: update contract sorting and enhance menu structure,medium,14,4,0,,,pytest
arahaz_blog_sanitized_v3,arahaz-blog-sanitized-v3__24980067b28e,Fix: adjust layout and spacing in ArticleCard component for improved readability,24980067b28e0f0a2a800b002d531af27866ab2a,10,10253608706f6a61afff526217ec4da6e4ac3417,project_silver_repos/BKcvkw9XudinNsunthg9__arahaz_blog_sanitized_v3.zip,arahaz_blog_sanitized_v3,fix: adjust layout and spacing in ArticleCard component for improved readability,medium,14,1,0,,,
arahaz_blog_sanitized_v3,arahaz-blog-sanitized-v3__4808bffc3667,Fix: replace img with Image component for optimized image handling in ArticleCard,4808bffc3667b41e2a44e463419eebf9e61b89f1,8,6ed51c9e8f59734dfdd37b8788f23a4d62fcaaf1,project_silver_repos/BKcvkw9XudinNsunthg9__arahaz_blog_sanitized_v3.zip,arahaz_blog_sanitized_v3,fix: replace img with Image component for optimized image handling in ArticleCard,medium,14,1,0,,,
Assetfox,assetfox__e47474e96f9c,Fix: Stabilize build process and resolve pre-rendering errors,e47474e96f9ccadcae622066d57a64e34c5ab457,14,cee11c7ddaf4bd01df16f7dd136662fedf613ff2,project_silver_repos/jiMXHSE9ai4pzyzk0K5l__Assetfox.zip,.,fix: Stabilize build process and resolve pre-rendering errors,medium,14,3,0,,,npm install && npm test (verify package.json scripts)
async-api-monitor,async-api-monitor__13f0288f22cc,"Investigate and fix bounds issue indicated by commit 'more retry tests (bounds, persistent, exhaust)' in tests/test_retry_more.py.",13f0288f22cca9a73f16fc1d837ef35b51973c17,65,3451f4e13220bab2c90dadbf7d92083db0d038fe,project_silver_repos/IR6vUTfIAEWIf7495deo__async-api-monitor.zip,async-api-monitor,"more retry tests (bounds, persistent, exhaust)",medium,14,1,1,,,pytest
async-api-monitor,async-api-monitor__9ff881290da8,Investigate and fix auth issue indicated by commit 'auth_service tests (create/find/scope/revoke)' in tests/test_auth_service.py.,9ff881290da8ea35d8db223c73fbbc6eda0f46af,78,2e76dd2b74c1a01ff7191deb72bcc52191c54e15,project_silver_repos/IR6vUTfIAEWIf7495deo__async-api-monitor.zip,async-api-monitor,auth_service tests (create/find/scope/revoke),medium,14,1,1,,,pytest
audio-call,audio-call__b7f7f3452caa,Fix read status synchronization between socket and REST API,b7f7f3452caa78ea4692999f0e9590ec260efd15,20,64a182fe181b7eac86e9c095d8bd0cccec34d0fe,project_silver_repos/L7XQqOqZPYQnadrC2osd__audio-call.zip,audio-call,Fix read status synchronization between socket and REST API,medium,14,1,0,,,npm test
audio-call,audio-call__cfcaaf224700,Fix conversation creation 500 error,cfcaaf224700e2b501e0555cac3c88a3fdda1c5a,14,9d381998bc19d08272330e3bd555b385cd47574a,project_silver_repos/L7XQqOqZPYQnadrC2osd__audio-call.zip,audio-call,Fix conversation creation 500 error,medium,14,1,0,,,npm test
automateintel_voice_frontend,automateintel-voice-frontend__39395cabc41d,Fix: harden sdk request headers,39395cabc41df02969556fe4941911eb3ccc1f47,48,64744f5333b738cb1fb6a23b66b698d395e15fde,project_silver_repos/1Px77pdFJS1zG7zMtDHY__automateintel_voice_frontend.zip,automateintel_voice_frontend,fix: harden sdk request headers,medium,14,1,0,,,npm install && npm test (verify package.json scripts)
automateintel_voice_frontend,automateintel-voice-frontend__64744f5333b7,Fix: restore dyad footer link,64744f5333b738cb1fb6a23b66b698d395e15fde,7,366e92115f23645bbff2b18dce49d5138f84f0c2,project_silver_repos/1Px77pdFJS1zG7zMtDHY__automateintel_voice_frontend.zip,automateintel_voice_frontend,fix: restore dyad footer link,medium,14,1,0,,,npm install && npm test (verify package.json scripts)
Bingo-game,bingo-game__1349b864e583,Fix: winner table,1349b864e583161aabff1eb80764da39ba614de4,5,a79a62ea2fd233f8f65b56570841ac68a930765b,project_silver_repos/rj8EMwNbxgcfyDgq3Mly__Bingo-game.zip,Bingo-game,fix: winner table,medium,14,1,0,,,npm test
Bingo-game,bingo-game__79e53421222b,Fixed,79e53421222b0f6ae4c7488d2d2ccdc9f0fbd893,111,16bac38449937d83f187e1f9c98344e9a2b0626c,project_silver_repos/rj8EMwNbxgcfyDgq3Mly__Bingo-game.zip,Bingo-game,fixed,medium,14,4,0,,,npm test
Bingo-game,bingo-game__8e958bc700df,Fix: double balance deduction issue,8e958bc700df18d28c098fcea7b4baa64e3135a6,86,98ea12ef8d6fa89fd1a1a4a2e76b178cab009f16,project_silver_repos/rj8EMwNbxgcfyDgq3Mly__Bingo-game.zip,Bingo-game,fix: double balance deduction issue,medium,14,4,0,,,npm test
blog-writer-will,blog-writer-will__5ac5d2c92f4c,Fix build,5ac5d2c92f4ca52607e7fc2f3a3534acbc6aabd9,6,9c9d7f5a0f849a38bf05c548fac8ab361a6ec4ad,project_silver_repos/1ovoO9Ue5VPGZBLZLSuK__blog-writer-will.zip,blog-writer-will,Fix build,medium,14,3,0,,,npm test
blueberryapp,blueberryapp__28005f8d17b3,Fix,28005f8d17b38aecf238956629526a8906aa82eb,15,af801d0adf4178846e65232d6d952bd1d2989993,project_silver_repos/X43TTmiG4S6okzy3YJY6__blueberryapp.zip,.,fix,medium,14,2,0,,,npm test
blueberryapp,blueberryapp__4b4d91ed2510,Fix: new path for bootstrap,4b4d91ed251028f8cf08cb5b02a9958d0654e97b,1,7432af6c6dcf7b40e015428521caab6c5a842cc2,project_silver_repos/X43TTmiG4S6okzy3YJY6__blueberryapp.zip,.,fix: new path for bootstrap,medium,14,1,0,,,npm test
blueberryapp,blueberryapp__af801d0adf41,Fix,af801d0adf4178846e65232d6d952bd1d2989993,14,fba7502549498e33c9d6e5f1e36329f2a5153a4f,project_silver_repos/X43TTmiG4S6okzy3YJY6__blueberryapp.zip,.,fix,medium,14,1,0,,,npm test
bolt.new-any-llm,bolt.new-any-llm__220e2da7ec02,Fix: preserve complete provider settings in cookies,220e2da7ec0217bba829f08fdfe75c3bbed2e0a0,7,097dffdd780a32b280b4489ef8d1e9e22ff02644,project_silver_repos/7lYiFL5uEMvJgBKmvBCk__bolt.new-any-llm.zip,bolt.new-any-llm,fix: preserve complete provider settings in cookies,medium,14,1,0,,,npm test
bolt.new-any-llm,bolt.new-any-llm__220e2da7ec02,Fix: preserve complete provider settings in cookies,220e2da7ec0217bba829f08fdfe75c3bbed2e0a0,7,097dffdd780a32b280b4489ef8d1e9e22ff02644,project_silver_repos/boltnewanyllm_mock_8p6u425w__bolt.new-any-llm.zip,bolt.new-any-llm,fix: preserve complete provider settings in cookies,medium,14,1,0,,,npm test
bolt.new-any-llm,bolt.new-any-llm__4404f4a5c0a4,Fix: git connection fix for starter template (#1411),4404f4a5c0a4bb5848d0f7121564b9e55007408a,7,3368b7903e5feb56c008655b10884a1333e40631,project_silver_repos/7lYiFL5uEMvJgBKmvBCk__bolt.new-any-llm.zip,bolt.new-any-llm,fix: git connection fix for starter template (#1411),medium,14,1,0,,,npm test
bolt.new-any-llm,bolt.new-any-llm__4404f4a5c0a4,Fix: git connection fix for starter template (#1411),4404f4a5c0a4bb5848d0f7121564b9e55007408a,7,3368b7903e5feb56c008655b10884a1333e40631,project_silver_repos/boltnewanyllm_mock_8p6u425w__bolt.new-any-llm.zip,bolt.new-any-llm,fix: git connection fix for starter template (#1411),medium,14,1,0,,,npm test
bolt.new-any-llm,bolt.new-any-llm__d53acdadda5e,Fix: ensure supabase credentials are populating the env file by default,d53acdadda5ebde25407ac78d7c6df273cc5841f,7,a109fc127f3829727045a7c6c74a4e97b9906cd2,project_silver_repos/7lYiFL5uEMvJgBKmvBCk__bolt.new-any-llm.zip,bolt.new-any-llm,fix: ensure supabase credentials are populating the env file by default,medium,14,1,0,,,npm test
bolt.new-any-llm,bolt.new-any-llm__d53acdadda5e,Fix: ensure supabase credentials are populating the env file by default,d53acdadda5ebde25407ac78d7c6df273cc5841f,7,a109fc127f3829727045a7c6c74a4e97b9906cd2,project_silver_repos/boltnewanyllm_mock_8p6u425w__bolt.new-any-llm.zip,bolt.new-any-llm,fix: ensure supabase credentials are populating the env file by default,medium,14,1,0,,,npm test
BomaSuite-Dashboards,bomasuite-dashboards__1004edf839cd,Fixed dashboard layout,1004edf839cd7be38e6c35165725acf358dfb607,5,cec02b10cbcb9289d5f8649290cec98d2504c11f,project_silver_repos/edXvyXoWKt7yOKPK2UGZ__BomaSuite-Dashboards.zip,boma,fixed dashboard layout,medium,14,2,0,,,npm install && npm test (verify package.json scripts)
BomaSuite-Dashboards,bomasuite-dashboards__ca71a30bd337,Fixed emerging errors,ca71a30bd337f01122580d08035c77ebf8184417,7,b09cd7444b40db33b069da49ee5c935f42428d8e,project_silver_repos/edXvyXoWKt7yOKPK2UGZ__BomaSuite-Dashboards.zip,boma,fixed emerging errors,medium,14,2,0,,,npm install && npm test (verify package.json scripts)
BomaSuite-Dashboards,bomasuite-dashboards__eb30fd5de0ae,Fixed darkmode feature,eb30fd5de0ae38a45e7ec22c361b5efa9586bd65,5,0fbca85cebd38477b8ed27771b476620fdbd3435,project_silver_repos/edXvyXoWKt7yOKPK2UGZ__BomaSuite-Dashboards.zip,boma,fixed darkmode feature,medium,14,1,0,,,npm install && npm test (verify package.json scripts)
budget,budget__7c5edbefade9,Fix syntax errors and test issues across analysis and command modules,7c5edbefade97c3b9ddadc2e2e9ff649367c15ce,58,2d8af6eb425a818bf43bdc264d7fb58190824d8c,project_silver_repos/4FU2m7qQrlzyeiujgMDX__budget.zip,.,Fix syntax errors and test issues across analysis and command modules,medium,14,8,2,,,pytest
budget,budget__a6130cee7cf2,Fix: add root conftest.py for src path resolution in pytest 6,a6130cee7cf280e73179d7db967957ee12121bea,4,7c5edbefade97c3b9ddadc2e2e9ff649367c15ce,project_silver_repos/4FU2m7qQrlzyeiujgMDX__budget.zip,.,fix: add root conftest.py for src path resolution in pytest 6,medium,14,1,0,,,pytest
cart-system,cart-system__06dcb0edf1ea,Fix build error,06dcb0edf1ea3f7505f92c0b34fb05368375a905,7,bb173ae7ca1b11e38f26c769e4ae64c001bb8d53,project_silver_repos/49NYJ24oWtr6X0he4rWw__cart-system.zip,.,fix build error,medium,14,3,0,,,npm install && npm test (verify package.json scripts)
cart-system,cart-system__45929e77be4b,Fix error,45929e77be4b910db69f70f0a3e7fc8ed631ea24,24,a55dd352b40ba3ba3c37916eddcaed81e106332b,project_silver_repos/49NYJ24oWtr6X0he4rWw__cart-system.zip,.,fix error,medium,14,2,0,,,npm install && npm test (verify package.json scripts)
cateringhub,cateringhub__702be365f0fb,Investigate and fix auth issue indicated by commit 'menus: endpoint auth tests' in backend/apps/menus/tests/test_endpoints.py.,702be365f0fb8926d57b29a262f3812ea6647d48,15,41c1ebbafc3cdcb8a110e51759e837b3b2092ab4,project_silver_repos/1IdFaPh6vI9Z4KFajCYT__cateringhub.zip,cateringhub,menus: endpoint auth tests,medium,14,1,1,,,make test
cateringhub,cateringhub__c3d6d4f146c2,"Investigate and fix permission issue indicated by commit 'common: RBAC permission tests' in backend/apps/common/tests/__init__.py, backend/apps/common/tests/test_permissions.py.",c3d6d4f146c2d23a826bbc4447332cf1eefe48d8,32,40a5cdefaf320a76ad372be0a1180a1218192982,project_silver_repos/1IdFaPh6vI9Z4KFajCYT__cateringhub.zip,cateringhub,common: RBAC permission tests,medium,14,2,2,,,make test
cateringops,cateringops__36cfc0f4988a,Investigate and fix auth issue indicated by commit 'menu: endpoint auth tests' in backend/apps/menu/tests/test_endpoints.py.,36cfc0f4988ae134ebc84a2f165c512fe8192bab,15,b7b5aa4935ce5a545de6f90d72faf43fae7a7eca,project_silver_repos/vcyIfZmsXbePuIXcrVxQ__cateringops.zip,cateringops,menu: endpoint auth tests,medium,14,1,1,,,make test
cobble,cobble__1f90457d4ba0,"Investigate and fix auth, canonical issue indicated by commit 'pkg/auth: HMAC-SHA256 sign + verify + canonical form' in pkg/auth/auth.go.",1f90457d4ba038967280ee20c4962f77ee1e19db,283,3768bc66837817dc37f8f423f1bf237f132f8b5f,project_silver_repos/7zycjUbYOV4ETBSU5wls__cobble.zip,cobble,pkg/auth: HMAC-SHA256 sign + verify + canonical form,medium,14,1,0,,,go test ./...
cobble,cobble__76ae70fb0eb5,Investigate and fix auth issue indicated by commit 'pkg/auth: round-trip tests for sign and presigned URLs' in pkg/auth/auth_test.go.,76ae70fb0eb584e07ec08e74f046ed9b0bdf2f40,145,1f90457d4ba038967280ee20c4962f77ee1e19db,project_silver_repos/7zycjUbYOV4ETBSU5wls__cobble.zip,cobble,pkg/auth: round-trip tests for sign and presigned URLs,medium,14,1,1,,,go test ./...
cobble,cobble__9449496b7950,Investigate and fix concurrency issue indicated by commit 'pkg/transport: round-trip and concurrency tests' in pkg/transport/transport_test.go.,9449496b79504042a3e87c6d41385702d73eb1e9,209,35bc69974af97dcc237b6280df37f1d2b81a2e63,project_silver_repos/7zycjUbYOV4ETBSU5wls__cobble.zip,cobble,pkg/transport: round-trip and concurrency tests,medium,14,1,1,,,go test ./...
coffeeShop,coffeeshop__3a0d162373d3,Fix: Re-added 'Shop' link in navbar,3a0d162373d399b6b55bc4280168e471d9146e4f,5,9792b59c8131df232766248b296753ffc67d85cd,project_silver_repos/l1evkSPKnq0rnINrgNCq__coffeeShop.zip,coffeeShop,Fix: Re-added 'Shop' link in navbar,medium,14,1,0,,,npm test
coffeeShop,coffeeshop__3f7694438604,Fix: Improved heading responsiveness for 'Our Specialties' section,3f7694438604df578c992eb3630bb4a166142f1b,5,a090ddc3921819381456a59b18e39acd1611e987,project_silver_repos/l1evkSPKnq0rnINrgNCq__coffeeShop.zip,coffeeShop,Fix: Improved heading responsiveness for 'Our Specialties' section,medium,14,1,0,,,npm test
comm-sfu,comm-sfu__c2179085ba7f,Fix incorrect import path in meeting.js model,c2179085ba7f5065b4e687f50b9fba61dab29d81,2,f902bc13778c60877d073df0a454632f759e0f1a,project_silver_repos/EKmL7efghFCYekQyBmMh__comm-sfu.zip,comm-sfu,Fix incorrect import path in meeting.js model,medium,14,1,0,,,npm install && npm test (verify package.json scripts)
comm-sfu,comm-sfu__da86dc9aecae,Fix,da86dc9aecae22ca21378d2060648f3a975d8c86,39,8ea584091103d7d13ead513d15410f55f0e6088b,project_silver_repos/EKmL7efghFCYekQyBmMh__comm-sfu.zip,comm-sfu,Fix,medium,14,1,0,,,npm install && npm test (verify package.json scripts)
community-service,community-service__40c57a125325,Fix the indexing database issue,40c57a1253251ecee86bd68a09ccedbf09c6d233,232,c363fcef2ff607a22cffa2e2b38bdea138cdfcb1,project_silver_repos/KcmkU31s8ILOMSXKmdOW__community-service.zip,.,fix the indexing database issue,medium,14,2,0,,,npm test
community-service,community-service__6f6fdd3b3e75,Fix the indexing database issue,6f6fdd3b3e753c7c6539bd4e3d3f8514a02244bf,232,cc07454684447c596b0ee29b0f961e8bfe5f74d9,project_silver_repos/KcmkU31s8ILOMSXKmdOW__community-service.zip,.,fix the indexing database issue,medium,14,2,0,,,npm test
conduit,conduit__3400e48dd6b8,Fix several bugs surfaced by tests,3400e48dd6b848c8a9d22c228105209e55a77678,63,0a4e232a444531664641ba5bf2cc4e4bad759b30,project_silver_repos/CdVOpKbFc7X31hPTONG5__conduit.zip,conduit,Fix several bugs surfaced by tests,medium,14,8,1,,,pytest
conveyor,conveyor__6e80791c0df1,Fix: correct Flatten to use Record constructor when keep_original=False,6e80791c0df110771cf15031e558d98fee9338f1,37,22661b9594fbb001b0e85d1549114fd378f27177,project_silver_repos/d2R6FcyG0cpOrVy7K2SJ__conveyor.zip,conveyor,fix: correct Flatten to use Record constructor when keep_original=False,medium,14,2,0,,,pytest
corpo-base,corpo-base__0257ccc5323d,Fix thru() declaration,0257ccc5323d6c2558ab2fde7410f77771c0d7da,19,a7acdb77e493a4ba9f59201de7c0e36c987c5db5,project_silver_repos/rBMTkgPe6OlTvqRMVk7Z__corpo-base.zip,.,fix thru() declaration,medium,14,1,0,,,mvn test
corpo-base,corpo-base__501a80f785e9,Fixed context import in code generation,501a80f785e99756833fc3724cc46140f0887888,38,0257ccc5323d6c2558ab2fde7410f77771c0d7da,project_silver_repos/rBMTkgPe6OlTvqRMVk7Z__corpo-base.zip,.,fixed context import in code generation,medium,14,1,0,,,mvn test
corpo-base,corpo-base__a7acdb77e493,Fix sorround,a7acdb77e493a4ba9f59201de7c0e36c987c5db5,9,df1b2c4904b7ec82bb51a8e7c0fe7fdca4d50dcf,project_silver_repos/rBMTkgPe6OlTvqRMVk7Z__corpo-base.zip,.,fix sorround,medium,14,1,0,,,mvn test
